date,station_id,season,temperature,humidity,wind_speed,wind_direction,rainfall
2017-06-01,C0F9Y0,summer,10.9,81,4.7,232,11.5
2017-06-02,C0F9Y0,summer,9.6,98,5.6,237,199.0
2017-06-03,C0F9Y0,summer,9.8,100,3.0,32,211.0
2017-06-04,C0F9Y0,summer,9.4,99,3.4,242,28.0
2017-06-05,C0F9Y0,summer,10.5,88,2.1,216,0.5
2017-06-06,C0F9Y0,summer,11.9,74,1.9,206,0.5
2017-06-07,C0F9Y0,summer,11.1,84,1.4,17,12.5
2017-06-08,C0F9Y0,summer,10.8,86,1.5,218,1.0
2017-06-09,C0F9Y0,summer,10.2,88,1.6,267,11.5
2017-06-10,C0F9Y0,summer,11.1,86,2.3,209,0.0
2017-06-11,C0F9Y0,summer,11.6,77,2.9,220,11.5
2017-06-12,C0F9Y0,summer,10.5,90,3.9,216,8.5
2017-06-13,C0F9Y0,summer,9.0,98,4.3,217,1.5
2017-06-14,C0F9Y0,summer,8.5,100,6.2,224,67.5
2017-06-15,C0F9Y0,summer,9.2,100,3.6,256,89.5
2017-06-16,C0F9Y0,summer,8.6,100,4.8,223,19.5
2017-06-17,C0F9Y0,summer,9.1,99,4.4,231,67.5
2017-06-18,C0F9Y0,summer,8.2,100,4.1,221,15.5
2017-06-19,C0F9Y0,summer,7.2,95,6.5,219,4.5
2017-06-20,C0F9Y0,summer,7.6,89,4.2,217,0.5
2017-06-21,C0F9Y0,summer,9.1,89,4.3,221,0.0
2017-06-22,C0F9Y0,summer,11.8,68,3.0,210,0.0
2017-06-23,C0F9Y0,summer,12.7,71,1.4,197,0.0
2017-06-24,C0F9Y0,summer,12.9,75,1.8,214,0.0
2017-06-25,C0F9Y0,summer,11.3,81,2.8,221,0.0
2017-06-26,C0F9Y0,summer,11.2,83,2.4,249,0.0
2017-06-27,C0F9Y0,summer,11.4,75,2.1,209,0.0
2017-06-28,C0F9Y0,summer,10.7,71,1.8,205,9.0
2017-06-29,C0F9Y0,summer,9.9,77,1.7,206,0.5
2017-06-30,C0F9Y0,summer,9.9,82,1.9,218,35.0
2017-07-01,C0F9Y0,summer,10.2,85,2.8,211,17.5
2017-07-02,C0F9Y0,summer,10.3,87,1.6,193,3.5
2017-07-03,C0F9Y0,summer,9.7,96,1.8,205,4.0
2017-07-04,C0F9Y0,summer,9.7,92,2.3,214,36.5
2017-07-05,C0F9Y0,summer,10.6,88,2.2,195,0.0
2017-07-06,C0F9Y0,summer,11.4,79,1.8,218,0.0
2017-07-07,C0F9Y0,summer,9.4,94,2.6,207,41.0
2017-07-08,C0F9Y0,summer,9.6,89,2.8,218,14.0
2017-07-09,C0F9Y0,summer,10.8,84,2.1,206,0.0
2017-07-10,C0F9Y0,summer,11.3,76,1.7,212,0.0
2017-07-11,C0F9Y0,summer,11.3,76,1.6,202,0.0
2017-07-12,C0F9Y0,summer,10.6,78,1.1,3,0.0
2017-07-13,C0F9Y0,summer,11.0,64,1.5,103,0.0
2017-07-14,C0F9Y0,summer,11.8,63,2.2,195,0.0
2017-07-15,C0F9Y0,summer,11.7,68,2.3,213,0.0
2017-07-16,C0F9Y0,summer,10.9,78,3.6,206,3.5
2017-07-17,C0F9Y0,summer,8.7,86,2.5,220,0.0
2017-07-18,C0F9Y0,summer,10.9,69,1.8,206,0.0
2017-07-19,C0F9Y0,summer,10.8,73,1.8,215,0.0
2017-07-20,C0F9Y0,summer,11.7,60,2.9,207,0.0
2017-07-21,C0F9Y0,summer,12.6,56,3.2,189,0.0
2017-07-22,C0F9Y0,summer,11.2,70,4.1,200,0.0
2017-07-23,C0F9Y0,summer,12.2,75,1.8,194,5.5
2017-07-24,C0F9Y0,summer,11.7,64,1.5,52,0.0
2017-07-25,C0F9Y0,summer,11.7,57,0.9,210,0.0
2017-07-26,C0F9Y0,summer,11.3,69,1.4,10,9.0
2017-07-27,C0F9Y0,summer,12.5,73,2.2,199,0.0
2017-07-28,C0F9Y0,summer,12.9,79,2.9,197,0.0
2017-07-29,C0F9Y0,summer,10.5,100,3.6,350,220.0
2017-07-30,C0F9Y0,summer,10.5,100,6.5,210,17.0
2017-07-31,C0F9Y0,summer,9.0,97,5.5,220,8.0
2017-08-01,C0F9Y0,summer,10.5,94,3.1,213,0.5
2017-08-02,C0F9Y0,summer,11.1,87,2.2,198,0.0
2017-08-03,C0F9Y0,summer,11.7,85,1.7,205,0.5
2017-08-04,C0F9Y0,summer,11.5,83,1.3,276,0.0
2017-08-05,C0F9Y0,summer,11.6,83,1.3,2,22.0
2017-08-06,C0F9Y0,summer,11.9,77,1.3,9,10.0
2017-08-07,C0F9Y0,summer,12.3,80,1.7,20,0.0
2017-08-08,C0F9Y0,summer,12.1,88,2.9,207,0.0
2017-08-09,C0F9Y0,summer,13.2,66,2.7,220,0.0
2017-08-10,C0F9Y0,summer,12.4,68,2.1,215,0.0
2017-08-11,C0F9Y0,summer,12.1,71,1.3,218,0.0
2017-08-12,C0F9Y0,summer,12.0,72,1.4,206,0.0
2017-08-13,C0F9Y0,summer,11.8,72,2.0,203,0.0
2017-08-14,C0F9Y0,summer,11.8,75,1.7,204,0.0
2017-08-15,C0F9Y0,summer,11.2,73,1.6,205,0.0
2017-08-16,C0F9Y0,summer,11.4,65,1.5,13,1.0
2017-08-17,C0F9Y0,summer,11.3,78,1.2,5,0.0
2017-08-18,C0F9Y0,summer,10.5,74,0.9,21,19.5
2017-08-19,C0F9Y0,summer,11.6,62,0.8,2,0.0
2017-08-20,C0F9Y0,summer,11.2,72,0.8,304,0.0
2017-08-21,C0F9Y0,summer,10.7,79,2.4,205,4.5
2017-08-22,C0F9Y0,summer,9.7,100,5.4,206,3.5
2017-08-23,C0F9Y0,summer,10.9,96,3.3,203,3.0
2017-08-24,C0F9Y0,summer,11.2,91,2.2,202,1.5
2017-08-25,C0F9Y0,summer,11.3,83,3.0,209,0.5
2017-08-26,C0F9Y0,summer,10.4,77,4.1,204,0.0
2017-08-27,C0F9Y0,summer,11.1,81,2.3,202,31.0
2017-08-28,C0F9Y0,summer,11.6,61,1.6,7,0.0
2017-08-29,C0F9Y0,summer,11.9,66,2.4,201,0.0
2017-08-30,C0F9Y0,summer,10.8,70,2.3,196,0.0
2017-08-31,C0F9Y0,summer,11.0,71,2.2,205,0.5
2017-09-01,C0F9Y0,autumn,9.8,99,4.0,198,3.0
2017-09-02,C0F9Y0,autumn,11.1,95,2.4,190,20.0
2017-09-03,C0F9Y0,autumn,11.7,96,1.3,206,4.5
2017-09-04,C0F9Y0,autumn,11.5,96,1.7,186,14.0
2017-09-05,C0F9Y0,autumn,11.6,84,3.1,196,0.0
2017-09-06,C0F9Y0,autumn,13.2,79,2.8,206,0.0
2017-09-07,C0F9Y0,autumn,13.3,78,1.8,189,0.0
2017-09-08,C0F9Y0,autumn,11.9,92,1.8,200,0.0
2017-09-09,C0F9Y0,autumn,11.4,84,1.7,215,0.0
2017-09-10,C0F9Y0,autumn,11.5,75,2.0,181,6.5
2017-09-11,C0F9Y0,autumn,12.3,67,1.6,3,0.0
2017-09-12,C0F9Y0,autumn,12.9,58,1.7,229,0.0
2017-09-13,C0F9Y0,autumn,9.2,93,1.0,7,1.0
2017-09-14,C0F9Y0,autumn,8.9,95,2.8,331,0.0
2017-09-15,C0F9Y0,autumn,8.4,89,3.6,327,0.0
2017-09-16,C0F9Y0,autumn,10.1,52,2.1,330,0.0
2017-09-17,C0F9Y0,autumn,12.5,38,1.5,285,0.0
2017-09-18,C0F9Y0,autumn,11.5,68,1.6,9,0.0
2017-09-19,C0F9Y0,autumn,11.2,81,2.0,196,0.0
2017-09-20,C0F9Y0,autumn,11.3,86,2.0,204,13.0
2017-09-21,C0F9Y0,autumn,11.0,90,1.9,186,4.5
2017-09-22,C0F9Y0,autumn,10.8,96,1.8,215,13.0
2017-09-23,C0F9Y0,autumn,11.7,90,1.9,203,0.0
2017-09-24,C0F9Y0,autumn,11.2,79,1.7,192,4.0
2017-09-25,C0F9Y0,autumn,11.5,76,1.3,210,0.0
2017-09-26,C0F9Y0,autumn,11.8,67,1.0,350,0.0
2017-09-27,C0F9Y0,autumn,11.2,62,0.8,334,0.0
2017-09-28,C0F9Y0,autumn,10.2,67,1.1,355,4.5
2017-09-29,C0F9Y0,autumn,10.5,81,1.3,1,21.0
2017-09-30,C0F9Y0,autumn,10.5,81,3.0,200,0.0
2017-10-01,C0F9Y0,autumn,11.1,78,2.5,202,0.0
2017-10-02,C0F9Y0,autumn,10.8,76,1.8,196,0.0
2017-10-03,C0F9Y0,autumn,10.6,73,1.7,10,0.0
2017-10-04,C0F9Y0,autumn,10.0,98,2.1,205,7.5
2017-10-05,C0F9Y0,autumn,10.2,91,2.5,195,3.0
2017-10-06,C0F9Y0,autumn,11.3,66,1.9,197,0.0
2017-10-07,C0F9Y0,autumn,9.7,80,3.4,205,0.0
2017-10-08,C0F9Y0,autumn,9.4,89,5.0,207,1.5
2017-10-09,C0F9Y0,autumn,9.9,81,6.0,192,0.5
2017-10-10,C0F9Y0,autumn,10.2,84,3.9,201,0.0
2017-10-11,C0F9Y0,autumn,10.3,80,2.9,187,3.0
2017-10-12,C0F9Y0,autumn,8.6,100,2.7,204,15.0
2017-10-13,C0F9Y0,autumn,9.4,100,3.5,219,138.5
2017-10-14,C0F9Y0,autumn,9.9,100,5.3,207,56.5
2017-10-15,C0F9Y0,autumn,9.9,100,3.3,210,47.5
2017-10-16,C0F9Y0,autumn,10.8,83,2.5,202,0.0
2017-10-17,C0F9Y0,autumn,12.1,50,2.0,200,0.0
2017-10-18,C0F9Y0,autumn,12.9,43,1.7,70,0.0
2017-10-19,C0F9Y0,autumn,13.1,60,1.5,104,0.0
2017-10-20,C0F9Y0,autumn,9.9,76,0.9,9,0.0
2017-10-21,C0F9Y0,autumn,7.6,56,1.6,27,0.0
2017-10-22,C0F9Y0,autumn,9.4,14,2.2,325,0.0
2017-10-23,C0F9Y0,autumn,8.7,28,2.0,4,0.0
2017-10-24,C0F9Y0,autumn,7.5,56,1.8,308,0.0
2017-10-25,C0F9Y0,autumn,7.5,41,1.3,1,0.0
2017-10-26,C0F9Y0,autumn,8.4,40,1.0,2,0.0
2017-10-27,C0F9Y0,autumn,9.8,42,1.9,341,0.0
2017-10-28,C0F9Y0,autumn,10.1,29,1.6,8,0.0
2017-10-29,C0F9Y0,autumn,6.1,32,1.4,7,0.0
2017-10-30,C0F9Y0,autumn,7.2,21,1.3,1,0.0
2017-10-31,C0F9Y0,autumn,9.0,22,1.9,201,0.0
2017-11-01,C0F9Y0,autumn,9.8,37,2.4,206,0.0
2017-11-02,C0F9Y0,autumn,8.1,86,2.6,225,1.0
2017-11-03,C0F9Y0,autumn,7.0,94,2.0,217,20.0
2017-11-04,C0F9Y0,autumn,7.2,95,2.3,100,1.5
2017-11-05,C0F9Y0,autumn,8.5,78,2.0,209,0.0
2017-11-06,C0F9Y0,autumn,9.3,81,2.5,199,1.5
2017-11-07,C0F9Y0,autumn,8.3,97,2.1,204,1.0
2017-11-08,C0F9Y0,autumn,9.0,87,1.5,202,0.0
2017-11-09,C0F9Y0,autumn,8.0,96,2.4,201,7.5
2017-11-10,C0F9Y0,autumn,8.3,87,1.5,228,0.5
2017-11-11,C0F9Y0,autumn,7.5,99,1.6,210,16.0
2017-11-12,C0F9Y0,autumn,7.4,100,2.0,207,46.5
2017-11-13,C0F9Y0,autumn,7.4,100,1.9,210,37.5
2017-11-14,C0F9Y0,autumn,6.8,98,2.1,241,8.5
2017-11-15,C0F9Y0,autumn,6.0,93,3.1,207,1.5
2017-11-16,C0F9Y0,autumn,6.3,85,1.8,216,0.0
2017-11-17,C0F9Y0,autumn,7.9,79,3.0,230,0.0
2017-11-18,C0F9Y0,autumn,7.2,88,4.3,222,0.0
2017-11-19,C0F9Y0,autumn,6.4,100,2.2,217,20.0
2017-11-20,C0F9Y0,autumn,5.0,99,2.6,219,21.5
2017-11-21,C0F9Y0,autumn,4.9,96,3.3,227,10.5
2017-11-22,C0F9Y0,autumn,5.4,86,4.0,231,0.0
2017-11-23,C0F9Y0,autumn,3.9,78,4.3,273,0.0
2017-11-24,C0F9Y0,autumn,4.6,88,3.9,242,0.5
2017-11-25,C0F9Y0,autumn,5.5,99,2.8,218,1.5
2017-11-26,C0F9Y0,autumn,5.4,100,3.1,206,12.0
2017-11-27,C0F9Y0,autumn,6.5,99,2.9,219,3.5
2017-11-28,C0F9Y0,autumn,7.8,80,2.4,213,0.0
2017-11-29,C0F9Y0,autumn,8.7,52,2.1,210,0.0
2017-11-30,C0F9Y0,autumn,7.6,69,2.2,202,0.0
2017-12-01,C0F9Y0,winter,6.9,91,2.8,217,0.0
2017-12-02,C0F9Y0,winter,5.4,98,2.5,220,0.0
2017-12-03,C0F9Y0,winter,4.7,99,2.8,209,0.0
2017-12-04,C0F9Y0,winter,1.3,74,3.2,236,0.0
2017-12-05,C0F9Y0,winter,-1.2,98,2.7,148,0.5
2017-12-06,C0F9Y0,winter,-1.2,99,,,1.0
2017-12-07,C0F9Y0,winter,1.3,100,2.3,213,6.0
2017-12-08,C0F9Y0,winter,2.0,100,2.4,215,4.0
2017-12-09,C0F9Y0,winter,-1.4,98,1.6,203,9.5
2017-12-10,C0F9Y0,winter,4.1,49,4.0,211,0.5
2017-12-11,C0F9Y0,winter,3.8,48,3.0,212,0.0
2017-12-12,C0F9Y0,winter,2.2,99,2.7,228,9.5
2017-12-13,C0F9Y0,winter,1.9,98,2.2,134,7.0
2017-12-14,C0F9Y0,winter,2.4,87,2.9,348,0.0
2017-12-15,C0F9Y0,winter,2.6,85,1.9,256,0.0
2017-12-16,C0F9Y0,winter,1.9,91,2.1,202,0.5
2017-12-17,C0F9Y0,winter,1.9,81,3.1,205,0.0
2017-12-18,C0F9Y0,winter,1.5,98,5.5,194,0.0
2017-12-19,C0F9Y0,winter,4.3,91,3.8,221,0.0
2017-12-20,C0F9Y0,winter,1.5,45,2.1,5,0.0
2017-12-21,C0F9Y0,winter,4.3,19,2.1,209,0.0
2017-12-22,C0F9Y0,winter,4.3,47,2.2,223,0.0
2017-12-23,C0F9Y0,winter,4.5,71,2.3,210,0.0
2017-12-24,C0F9Y0,winter,4.9,69,4.7,205,0.0
2017-12-25,C0F9Y0,winter,6.0,58,5.4,229,0.0
2017-12-26,C0F9Y0,winter,8.5,17,3.8,262,0.0
2017-12-27,C0F9Y0,winter,7.4,20,3.6,293,0.0
2017-12-28,C0F9Y0,winter,5.1,63,4.1,246,5.0
2017-12-29,C0F9Y0,winter,2.2,54,1.5,278,0.5
2017-12-30,C0F9Y0,winter,4.5,35,1.7,7,0.0
2017-12-31,C0F9Y0,winter,2.0,72,2.8,239,0.0
2018-01-01,C0F9Y0,winter,1.5,67,2.5,266,0.0
2018-01-02,C0F9Y0,winter,4.8,58,2.1,220,0.0
2018-01-03,C0F9Y0,winter,7.3,55,2.4,216,0.0
2018-01-04,C0F9Y0,winter,5.7,77,4.5,218,11.5
2018-01-05,C0F9Y0,winter,4.5,95,3.5,253,6.5
2018-01-06,C0F9Y0,winter,5.7,98,3.2,212,26.0
2018-01-07,C0F9Y0,winter,5.8,100,4.6,218,58.0
2018-01-08,C0F9Y0,winter,5.0,99,5.4,221,35.5
2018-01-09,C0F9Y0,winter,0.6,99,5.7,228,26.5
2018-01-10,C0F9Y0,winter,-2.3,77,7.1,242,2.0
2018-01-11,C0F9Y0,winter,-4.8,53,4.4,273,0.0
2018-01-12,C0F9Y0,winter,-5.6,22,4.5,316,0.0
2018-01-13,C0F9Y0,winter,-4.0,28,1.6,13,0.0
2018-01-14,C0F9Y0,winter,-1.6,51,2.4,224,0.0
2018-01-15,C0F9Y0,winter,0.7,72,2.6,207,0.0
2018-01-16,C0F9Y0,winter,3.6,65,4.5,209,0.0
2018-01-17,C0F9Y0,winter,5.5,61,5.2,214,0.0
2018-01-18,C0F9Y0,winter,6.0,73,3.5,218,0.0
2018-01-19,C0F9Y0,winter,5.9,99,3.4,220,18.0
2018-01-20,C0F9Y0,winter,5.6,79,5.0,235,7.0
2018-01-21,C0F9Y0,winter,4.2,91,4.2,226,0.0
2018-01-22,C0F9Y0,winter,3.6,84,4.4,232,8.0
2018-01-23,C0F9Y0,winter,0.8,80,4.2,190,0.0
2018-01-24,C0F9Y0,winter,0.5,73,4.6,202,0.0
2018-01-25,C0F9Y0,winter,0.4,97,4.0,200,0.0
2018-01-26,C0F9Y0,winter,1.4,82,3.5,233,0.0
2018-01-27,C0F9Y0,winter,2.3,90,3.8,231,0.0
2018-01-28,C0F9Y0,winter,3.2,88,4.3,236,2.0
2018-01-29,C0F9Y0,winter,1.2,96,4.4,231,13.0
2018-01-30,C0F9Y0,winter,-0.7,97,3.9,250,13.0
2018-01-31,C0F9Y0,winter,-0.3,100,3.2,248,3.5
2018-02-01,C0F9Y0,winter,-1.0,95,5.1,203,9.5
2018-02-02,C0F9Y0,winter,-1.6,94,2.8,197,0.0
2018-02-03,C0F9Y0,winter,-3.0,99,2.2,236,2.5
2018-02-04,C0F9Y0,winter,-3.7,98,,,6.0
2018-02-05,C0F9Y0,winter,-4.6,97,,,4.5
2018-02-06,C0F9Y0,winter,-5.5,72,4.1,224,2.0
2018-02-07,C0F9Y0,winter,-2.9,95,5.1,230,2.0
2018-02-08,C0F9Y0,winter,-1.7,98,3.9,2,1.5
2018-02-09,C0F9Y0,winter,2.0,100,3.6,217,1.0
2018-02-10,C0F9Y0,winter,2.5,96,4.1,222,0.0
2018-02-11,C0F9Y0,winter,2.6,78,5.9,232,0.5
2018-02-12,C0F9Y0,winter,1.2,59,6.0,231,0.0
2018-02-13,C0F9Y0,winter,3.2,29,4.4,209,0.0
2018-02-14,C0F9Y0,winter,8.7,14,6.4,229,0.0
2018-02-15,C0F9Y0,winter,9.6,21,6.2,236,0.0
2018-02-16,C0F9Y0,winter,7.4,36,4.6,246,0.0
2018-02-17,C0F9Y0,winter,6.3,36,3.9,237,0.0
2018-02-18,C0F9Y0,winter,5.9,35,4.3,230,0.0
2018-02-19,C0F9Y0,winter,7.0,32,4.2,247,0.0
2018-02-20,C0F9Y0,winter,7.3,44,4.6,246,0.0
2018-02-21,C0F9Y0,winter,4.6,78,4.2,248,0.0
2018-02-22,C0F9Y0,winter,2.6,90,4.7,257,27.5
2018-02-23,C0F9Y0,winter,2.2,81,3.8,274,1.5
2018-02-24,C0F9Y0,winter,3.6,77,4.4,251,0.0
2018-02-25,C0F9Y0,winter,2.7,92,4.4,233,2.5
2018-02-26,C0F9Y0,winter,1.8,84,3.0,230,0.5
2018-02-27,C0F9Y0,winter,4.6,44,2.8,240,0.0
2018-02-28,C0F9Y0,winter,2.6,71,5.3,225,21.0
2018-03-01,C0F9Y0,spring,6.1,37,2.9,237,0.0
2018-03-02,C0F9Y0,spring,5.2,73,5.4,248,0.0
2018-03-03,C0F9Y0,spring,6.3,66,4.0,215,0.0
2018-03-04,C0F9Y0,spring,6.9,80,4.4,219,0.0
2018-03-05,C0F9Y0,spring,5.4,86,5.4,227,19.0
2018-03-06,C0F9Y0,spring,5.3,69,3.8,264,0.0
2018-03-07,C0F9Y0,spring,6.2,51,3.5,250,0.0
2018-03-08,C0F9Y0,spring,0.8,99,3.3,234,17.0
2018-03-09,C0F9Y0,spring,-3.1,45,3.7,315,21.5
2018-03-10,C0F9Y0,spring,-3.0,40,1.8,10,0.0
2018-03-11,C0F9Y0,spring,4.1,21,2.5,203,0.0
2018-03-12,C0F9Y0,spring,4.2,45,2.3,246,0.0
2018-03-13,C0F9Y0,spring,3.7,68,1.9,197,0.0
2018-03-14,C0F9Y0,spring,5.0,71,2.4,229,1.0
2018-03-15,C0F9Y0,spring,4.3,78,3.0,228,8.5
2018-03-16,C0F9Y0,spring,1.6,94,2.6,232,3.0
2018-03-17,C0F9Y0,spring,2.6,77,1.9,233,0.0
2018-03-18,C0F9Y0,spring,5.9,71,2.5,246,0.0
2018-03-19,C0F9Y0,spring,5.8,71,2.8,218,0.0
2018-03-20,C0F9Y0,spring,2.8,93,4.9,222,12.5
2018-03-21,C0F9Y0,spring,2.2,16,5.6,323,0.0
2018-03-22,C0F9Y0,spring,-0.6,29,5.1,295,0.0
2018-03-23,C0F9Y0,spring,0.4,29,2.6,346,0.0
2018-03-24,C0F9Y0,spring,4.4,21,2.0,335,0.0
2018-03-25,C0F9Y0,spring,3.6,53,1.6,218,0.0
2018-03-26,C0F9Y0,spring,2.2,79,2.2,270,0.0
2018-03-27,C0F9Y0,spring,2.4,70,2.0,212,0.0
2018-03-28,C0F9Y0,spring,3.7,63,1.9,209,0.0
2018-03-29,C0F9Y0,spring,4.1,59,1.7,11,0.0
2018-03-30,C0F9Y0,spring,2.8,80,1.3,17,0.0
2018-03-31,C0F9Y0,spring,6.2,33,1.8,14,0.0
2018-04-01,C0F9Y0,spring,5.9,47,1.3,254,0.0
2018-04-02,C0F9Y0,spring,4.9,68,1.5,353,0.0
2018-04-03,C0F9Y0,spring,5.8,67,1.4,8,0.0
2018-04-04,C0F9Y0,spring,6.6,65,1.5,334,0.0
2018-04-05,C0F9Y0,spring,8.1,58,1.6,250,0.0
2018-04-06,C0F9Y0,spring,7.1,73,2.4,220,0.0
2018-04-07,C0F9Y0,spring,2.5,66,4.6,234,7.0
2018-04-08,C0F9Y0,spring,3.7,15,2.4,272,0.0
2018-04-09,C0F9Y0,spring,6.4,24,1.6,292,0.0
2018-04-10,C0F9Y0,spring,8.0,45,2.4,230,0.0
2018-04-11,C0F9Y0,spring,7.5,66,2.5,244,0.0
2018-04-12,C0F9Y0,spring,6.1,83,3.5,208,0.5
2018-04-13,C0F9Y0,spring,7.8,72,3.3,207,0.0
2018-04-14,C0F9Y0,spring,7.3,81,3.7,232,6.5
2018-04-15,C0F9Y0,spring,6.6,97,2.9,213,3.5
2018-04-16,C0F9Y0,spring,5.5,99,2.6,194,13.0
2018-04-17,C0F9Y0,spring,4.2,86,3.7,241,32.5
2018-04-18,C0F9Y0,spring,7.1,36,1.6,4,0.0
2018-04-19,C0F9Y0,spring,8.2,38,2.1,205,0.0
2018-04-20,C0F9Y0,spring,8.5,61,1.9,227,4.5
2018-04-21,C0F9Y0,spring,8.6,72,2.0,219,0.0
2018-04-22,C0F9Y0,spring,8.0,75,2.6,212,0.0
2018-04-23,C0F9Y0,spring,7.8,74,2.8,213,7.5
2018-04-24,C0F9Y0,spring,6.2,92,2.9,242,4.0
2018-04-25,C0F9Y0,spring,7.3,93,2.2,225,0.0
2018-04-26,C0F9Y0,spring,8.2,82,2.1,263,0.0
2018-04-27,C0F9Y0,spring,7.7,91,1.8,329,4.0
2018-04-28,C0F9Y0,spring,7.9,88,1.5,219,0.0
2018-04-29,C0F9Y0,spring,8.7,79,2.1,226,0.0
2018-04-30,C0F9Y0,spring,9.6,63,1.6,259,0.0
2018-05-01,C0F9Y0,spring,10.6,52,2.4,224,0.0
2018-05-02,C0F9Y0,spring,10.6,53,2.7,218,0.0
2018-05-03,C0F9Y0,spring,8.0,88,2.6,225,8.0
2018-05-04,C0F9Y0,spring,7.5,99,2.0,227,2.0
2018-05-05,C0F9Y0,spring,9.7,77,2.4,210,0.0
2018-05-06,C0F9Y0,spring,10.7,57,2.9,214,0.5
2018-05-07,C0F9Y0,spring,8.0,95,3.3,212,3.0
2018-05-08,C0F9Y0,spring,7.4,100,3.7,220,43.5
2018-05-09,C0F9Y0,spring,7.2,96,2.1,260,18.5
2018-05-10,C0F9Y0,spring,8.2,75,2.3,307,0.5
2018-05-11,C0F9Y0,spring,8.5,90,1.6,311,0.0
2018-05-12,C0F9Y0,spring,9.2,81,1.7,215,0.0
2018-05-13,C0F9Y0,spring,10.7,70,1.8,289,0.0
2018-05-14,C0F9Y0,spring,11.5,60,2.1,222,0.0
2018-05-15,C0F9Y0,spring,11.8,61,1.3,193,0.0
2018-05-16,C0F9Y0,spring,11.3,72,1.7,203,3.5
2018-05-17,C0F9Y0,spring,11.4,60,1.5,202,0.0
2018-05-18,C0F9Y0,spring,11.4,60,1.2,197,0.0
2018-05-19,C0F9Y0,spring,11.3,59,1.3,244,2.5
2018-05-20,C0F9Y0,spring,10.4,75,1.6,346,0.0
2018-05-21,C0F9Y0,spring,9.6,84,1.3,342,0.5
2018-05-22,C0F9Y0,spring,10.1,66,1.6,256,0.0
2018-05-23,C0F9Y0,spring,9.3,78,1.1,279,0.0
2018-05-24,C0F9Y0,spring,10.4,72,1.2,246,0.0
2018-05-25,C0F9Y0,spring,12.2,50,1.7,262,0.0
2018-05-26,C0F9Y0,spring,13.3,32,1.6,221,0.0
2018-05-27,C0F9Y0,spring,12.6,45,1.5,1,0.0
2018-05-28,C0F9Y0,spring,11.4,68,1.4,226,0.0
2018-05-29,C0F9Y0,spring,10.8,76,1.3,208,3.5
2018-05-30,C0F9Y0,spring,10.4,81,1.8,217,6.5
2018-05-31,C0F9Y0,spring,10.8,68,2.1,222,0.0
2018-06-01,C0F9Y0,summer,9.3,94,1.7,228,6.0
2018-06-02,C0F9Y0,summer,9.7,97,1.7,198,1.5
2018-06-03,C0F9Y0,summer,9.6,87,1.5,238,3.0
2018-06-04,C0F9Y0,summer,10.8,77,1.5,160,6.0
2018-06-05,C0F9Y0,summer,10.8,87,2.1,215,11.5
2018-06-06,C0F9Y0,summer,10.9,91,1.5,220,1.5
2018-06-07,C0F9Y0,summer,10.8,91,1.6,196,13.0
2018-06-08,C0F9Y0,summer,12.2,70,1.8,210,0.0
2018-06-09,C0F9Y0,summer,11.6,68,1.0,4,0.0
2018-06-10,C0F9Y0,summer,10.8,84,2.1,201,2.0
2018-06-11,C0F9Y0,summer,10.1,86,3.1,221,4.5
2018-06-12,C0F9Y0,summer,10.7,70,2.9,210,0.0
2018-06-13,C0F9Y0,summer,11.6,69,1.9,196,0.5
2018-06-14,C0F9Y0,summer,11.8,91,2.1,213,2.0
2018-06-15,C0F9Y0,summer,9.9,88,1.0,20,42.0
2018-06-16,C0F9Y0,summer,12.1,59,1.6,205,0.0
2018-06-17,C0F9Y0,summer,10.2,98,2.2,208,98.0
2018-06-18,C0F9Y0,summer,9.6,100,3.3,215,8.5
2018-06-19,C0F9Y0,summer,9.5,100,3.5,212,5.5
2018-06-20,C0F9Y0,summer,10.2,99,2.1,207,20.0
2018-06-21,C0F9Y0,summer,10.6,96,2.1,216,28.5
2018-06-22,C0F9Y0,summer,10.2,96,3.0,207,1.0
2018-06-23,C0F9Y0,summer,9.8,92,3.1,219,1.5
2018-06-24,C0F9Y0,summer,10.8,83,1.7,200,3.5
2018-06-25,C0F9Y0,summer,10.5,84,1.6,211,0.5
2018-06-26,C0F9Y0,summer,11.3,59,2.2,199,0.0
2018-06-27,C0F9Y0,summer,11.6,75,2.0,202,0.0
2018-06-28,C0F9Y0,summer,10.8,83,1.5,171,0.0
2018-06-29,C0F9Y0,summer,10.1,91,1.5,5,0.5
2018-06-30,C0F9Y0,summer,10.5,89,1.3,196,13.5
2018-08-01,C0F9Y0,summer,10.6,76,1.9,298,2.0
2018-08-02,C0F9Y0,summer,10.1,84,2.2,266,0.0
2018-08-03,C0F9Y0,summer,10.2,87,1.7,207,23.0
2018-08-04,C0F9Y0,summer,10.8,78,1.6,199,4.0
2018-08-05,C0F9Y0,summer,10.5,83,1.1,350,0.0
2018-08-06,C0F9Y0,summer,11.1,69,1.3,7,0.0
2018-08-07,C0F9Y0,summer,10.7,59,1.1,22,0.0
2018-08-08,C0F9Y0,summer,10.7,66,1.1,3,0.0
2018-08-09,C0F9Y0,summer,10.6,71,1.0,2,0.0
2018-08-10,C0F9Y0,summer,10.8,72,1.1,8,0.0
2018-08-11,C0F9Y0,summer,9.8,86,1.0,2,4.5
2018-08-12,C0F9Y0,summer,9.9,89,1.5,244,0.5
